"","chr","start","CHR_POS","region"
"79917","NC_031783.1",14635739,"NC_031783.1_14635739","Gene body"
"79961","NC_031783.1",14732877,"NC_031783.1_14732877","Intergenic"
"79962","NC_031783.1",14732894,"NC_031783.1_14732894","Intergenic"
"79963","NC_031783.1",14732944,"NC_031783.1_14732944","Intergenic"
"79964","NC_031783.1",14732988,"NC_031783.1_14732988","Intergenic"
"79965","NC_031783.1",14733006,"NC_031783.1_14733006","Intergenic"
"79969","NC_031783.1",14733071,"NC_031783.1_14733071","Intergenic"
"79971","NC_031783.1",14733098,"NC_031783.1_14733098","Intergenic"
"79972","NC_031783.1",14735772,"NC_031783.1_14735772","Intergenic"
"79976","NC_031783.1",14735871,"NC_031783.1_14735871","Intergenic"
"79977","NC_031783.1",14735891,"NC_031783.1_14735891","Intergenic"
"79978","NC_031783.1",14735897,"NC_031783.1_14735897","Intergenic"
"79981","NC_031783.1",14741989,"NC_031783.1_14741989","Intergenic"
"79989","NC_031783.1",14742868,"NC_031783.1_14742868","Intergenic"
"79990","NC_031783.1",14742900,"NC_031783.1_14742900","Intergenic"
"79991","NC_031783.1",14742923,"NC_031783.1_14742923","Intergenic"
"79995","NC_031783.1",14743134,"NC_031783.1_14743134","Intergenic"
"79996","NC_031783.1",14743154,"NC_031783.1_14743154","Intergenic"
"79997","NC_031783.1",14743158,"NC_031783.1_14743158","Intergenic"
"79998","NC_031783.1",14743196,"NC_031783.1_14743196","Intergenic"
"79999","NC_031783.1",14743269,"NC_031783.1_14743269","Intergenic"
"80000","NC_031783.1",14755066,"NC_031783.1_14755066","Intergenic"
"80001","NC_031783.1",14755080,"NC_031783.1_14755080","Intergenic"
"80002","NC_031783.1",14755084,"NC_031783.1_14755084","Intergenic"
"80003","NC_031783.1",14755086,"NC_031783.1_14755086","Intergenic"
"80007","NC_031783.1",14755129,"NC_031783.1_14755129","Intergenic"
"80008","NC_031783.1",14755135,"NC_031783.1_14755135","Intergenic"
"80010","NC_031783.1",14755196,"NC_031783.1_14755196","Intergenic"
"80011","NC_031783.1",14755215,"NC_031783.1_14755215","Intergenic"
"80034","NC_031783.1",14777258,"NC_031783.1_14777258","Up- or downstream"
"80044","NC_031783.1",14787962,"NC_031783.1_14787962","Gene body"
"80045","NC_031783.1",14787980,"NC_031783.1_14787980","Gene body"
"80054","NC_031783.1",14794477,"NC_031783.1_14794477","Gene body"
"80057","NC_031783.1",14794537,"NC_031783.1_14794537","Gene body"
"80107","NC_031783.1",14911567,"NC_031783.1_14911567","Gene body"
"80110","NC_031783.1",15038442,"NC_031783.1_15038442","Intergenic"
"80138","NC_031783.1",15133703,"NC_031783.1_15133703","Intergenic"
"80162","NC_031783.1",15183909,"NC_031783.1_15183909","Gene body"
"80170","NC_031783.1",15194327,"NC_031783.1_15194327","Gene body"
"80172","NC_031783.1",15194338,"NC_031783.1_15194338","Gene body"
"80173","NC_031783.1",15194374,"NC_031783.1_15194374","Gene body"
"80174","NC_031783.1",15194394,"NC_031783.1_15194394","Gene body"
"80176","NC_031783.1",15194439,"NC_031783.1_15194439","Gene body"
"80189","NC_031783.1",15198984,"NC_031783.1_15198984","Gene body"
"80196","NC_031783.1",15206328,"NC_031783.1_15206328","Gene body"
"80197","NC_031783.1",15206335,"NC_031783.1_15206335","Gene body"
"80201","NC_031783.1",15319760,"NC_031783.1_15319760","Up- or downstream"
"80202","NC_031783.1",15319762,"NC_031783.1_15319762","Up- or downstream"
"80223","NC_031783.1",15330236,"NC_031783.1_15330236","Up- or downstream"
"80224","NC_031783.1",15330247,"NC_031783.1_15330247","Up- or downstream"
"80226","NC_031783.1",15330261,"NC_031783.1_15330261","Up- or downstream"
"80238","NC_031783.1",15356014,"NC_031783.1_15356014","Gene body"
"80243","NC_031783.1",15374492,"NC_031783.1_15374492","Gene body"
"80252","NC_031783.1",15378737,"NC_031783.1_15378737","Gene body"
"80258","NC_031783.1",15378792,"NC_031783.1_15378792","Gene body"
"80272","NC_031783.1",15458838,"NC_031783.1_15458838","Gene body"
"80273","NC_031783.1",15458847,"NC_031783.1_15458847","Gene body"
"80279","NC_031783.1",15467001,"NC_031783.1_15467001","Gene body"
"80280","NC_031783.1",15467012,"NC_031783.1_15467012","Gene body"
"80281","NC_031783.1",15467017,"NC_031783.1_15467017","Gene body"
"80283","NC_031783.1",15467071,"NC_031783.1_15467071","Gene body"
"80284","NC_031783.1",15467136,"NC_031783.1_15467136","Gene body"
"80285","NC_031783.1",15467380,"NC_031783.1_15467380","Gene body"
"80287","NC_031783.1",15467421,"NC_031783.1_15467421","Gene body"
"80288","NC_031783.1",15467431,"NC_031783.1_15467431","Gene body"
"80289","NC_031783.1",15467442,"NC_031783.1_15467442","Gene body"
"80291","NC_031783.1",15467522,"NC_031783.1_15467522","Gene body"
"80293","NC_031783.1",15467558,"NC_031783.1_15467558","Gene body"
"80299","NC_031783.1",15471098,"NC_031783.1_15471098","Gene body"
"80302","NC_031783.1",15472183,"NC_031783.1_15472183","Up- or downstream"
"80303","NC_031783.1",15472190,"NC_031783.1_15472190","Up- or downstream"
"80304","NC_031783.1",15472221,"NC_031783.1_15472221","Up- or downstream"
"80305","NC_031783.1",15472229,"NC_031783.1_15472229","Up- or downstream"
"80306","NC_031783.1",15472241,"NC_031783.1_15472241","Up- or downstream"
"80312","NC_031783.1",15483811,"NC_031783.1_15483811","Up- or downstream"
"80321","NC_031783.1",15508801,"NC_031783.1_15508801","Gene body"
"80329","NC_031783.1",15517689,"NC_031783.1_15517689","Up- or downstream"
"80331","NC_031783.1",15517807,"NC_031783.1_15517807","Up- or downstream"
"80332","NC_031783.1",15517819,"NC_031783.1_15517819","Up- or downstream"
"80346","NC_031783.1",15559999,"NC_031783.1_15559999","TSS"
"80354","NC_031783.1",15573257,"NC_031783.1_15573257","Gene body"
"80355","NC_031783.1",15573266,"NC_031783.1_15573266","Gene body"
"80412","NC_031783.1",15640901,"NC_031783.1_15640901","Promoter"
"80413","NC_031783.1",15640910,"NC_031783.1_15640910","Promoter"
"80414","NC_031783.1",15640912,"NC_031783.1_15640912","Promoter"
"80415","NC_031783.1",15640921,"NC_031783.1_15640921","Promoter"
"80416","NC_031783.1",15640924,"NC_031783.1_15640924","Promoter"
"80417","NC_031783.1",15640927,"NC_031783.1_15640927","Promoter"
"80419","NC_031783.1",15640948,"NC_031783.1_15640948","Promoter"
"80472","NC_031783.1",15746090,"NC_031783.1_15746090","Up- or downstream"
"80473","NC_031783.1",15746103,"NC_031783.1_15746103","Up- or downstream"
"80475","NC_031783.1",15767792,"NC_031783.1_15767792","Intergenic"
"80476","NC_031783.1",15767794,"NC_031783.1_15767794","Intergenic"
"80477","NC_031783.1",15767798,"NC_031783.1_15767798","Intergenic"
"80479","NC_031783.1",15767911,"NC_031783.1_15767911","Intergenic"
"80480","NC_031783.1",15767923,"NC_031783.1_15767923","Intergenic"
"80498","NC_031783.1",15779950,"NC_031783.1_15779950","Intergenic"
"80499","NC_031783.1",15779956,"NC_031783.1_15779956","Intergenic"
"80601","NC_031784.1",381095,"NC_031784.1_381095","Intergenic"
"80603","NC_031784.1",381126,"NC_031784.1_381126","Intergenic"
"80604","NC_031784.1",455570,"NC_031784.1_455570","Gene body"
"80605","NC_031784.1",455596,"NC_031784.1_455596","Gene body"
"80610","NC_031784.1",553490,"NC_031784.1_553490","Intergenic"
"80613","NC_031784.1",944806,"NC_031784.1_944806","Gene body"
"80703","NC_031784.1",1659186,"NC_031784.1_1659186","Promoter"
"80723","NC_031784.1",1770340,"NC_031784.1_1770340","Intergenic"
"80751","NC_031784.1",1904101,"NC_031784.1_1904101","Gene body"
"80753","NC_031784.1",1907357,"NC_031784.1_1907357","Gene body"
"80755","NC_031784.1",1907376,"NC_031784.1_1907376","Gene body"
"80762","NC_031784.1",1921391,"NC_031784.1_1921391","Gene body"
"80763","NC_031784.1",1921424,"NC_031784.1_1921424","Gene body"
"80795","NC_031784.1",1966496,"NC_031784.1_1966496","Gene body"
"80796","NC_031784.1",1966498,"NC_031784.1_1966498","Gene body"
"80809","NC_031784.1",2033384,"NC_031784.1_2033384","Up- or downstream"
"80928","NC_031784.1",2289607,"NC_031784.1_2289607","Up- or downstream"
"80974","NC_031784.1",2343457,"NC_031784.1_2343457","Gene body"
"80979","NC_031784.1",2343561,"NC_031784.1_2343561","Gene body"
"80980","NC_031784.1",2343592,"NC_031784.1_2343592","Gene body"
"81008","NC_031784.1",2605787,"NC_031784.1_2605787","Promoter"
"81214","NC_031784.1",3036098,"NC_031784.1_3036098","Promoter"
"81217","NC_031784.1",3036137,"NC_031784.1_3036137","Promoter"
"81220","NC_031784.1",3036259,"NC_031784.1_3036259","Promoter"
"81221","NC_031784.1",3134036,"NC_031784.1_3134036","Gene body"
"81222","NC_031784.1",3134059,"NC_031784.1_3134059","Gene body"
"81230","NC_031784.1",3141110,"NC_031784.1_3141110","Gene body"
"81242","NC_031784.1",3292645,"NC_031784.1_3292645","Gene body"
"81243","NC_031784.1",3344482,"NC_031784.1_3344482","Up- or downstream"
"81277","NC_031784.1",3403421,"NC_031784.1_3403421","Gene body"
"81289","NC_031784.1",3425723,"NC_031784.1_3425723","Gene body"
"81291","NC_031784.1",3433093,"NC_031784.1_3433093","Gene body"
"81301","NC_031784.1",3440973,"NC_031784.1_3440973","Gene body"
"81304","NC_031784.1",3441146,"NC_031784.1_3441146","Gene body"
"81309","NC_031784.1",3454763,"NC_031784.1_3454763","Gene body"
"81317","NC_031784.1",3456364,"NC_031784.1_3456364","Gene body"
"81355","NC_031784.1",3579445,"NC_031784.1_3579445","Gene body"
"81356","NC_031784.1",3579482,"NC_031784.1_3579482","Gene body"
"81407","NC_031784.1",3781531,"NC_031784.1_3781531","Intergenic"
"81411","NC_031784.1",3781661,"NC_031784.1_3781661","Intergenic"
"81412","NC_031784.1",3781676,"NC_031784.1_3781676","Intergenic"
"81415","NC_031784.1",3794049,"NC_031784.1_3794049","Up- or downstream"
"81416","NC_031784.1",3794056,"NC_031784.1_3794056","Up- or downstream"
"81420","NC_031784.1",3795418,"NC_031784.1_3795418","Up- or downstream"
"81424","NC_031784.1",3807724,"NC_031784.1_3807724","Gene body"
"81425","NC_031784.1",3807730,"NC_031784.1_3807730","Gene body"
"81436","NC_031784.1",3818132,"NC_031784.1_3818132","Gene body"
"81451","NC_031784.1",3856872,"NC_031784.1_3856872","Up- or downstream"
"81461","NC_031784.1",3866765,"NC_031784.1_3866765","Intergenic"
"81462","NC_031784.1",3869619,"NC_031784.1_3869619","Intergenic"
"81467","NC_031784.1",3869757,"NC_031784.1_3869757","Intergenic"
"81480","NC_031784.1",3886747,"NC_031784.1_3886747","Gene body"
"81485","NC_031784.1",3886835,"NC_031784.1_3886835","Gene body"
"81492","NC_031784.1",3905156,"NC_031784.1_3905156","Promoter"
"81494","NC_031784.1",3905163,"NC_031784.1_3905163","Promoter"
"81517","NC_031784.1",3916618,"NC_031784.1_3916618","Up- or downstream"
"81595","NC_031784.1",3995490,"NC_031784.1_3995490","Up- or downstream"
"81596","NC_031784.1",3995499,"NC_031784.1_3995499","Up- or downstream"
"81632","NC_031784.1",4079251,"NC_031784.1_4079251","Up- or downstream"
"81640","NC_031784.1",4086488,"NC_031784.1_4086488","Up- or downstream"
"81656","NC_031784.1",4224606,"NC_031784.1_4224606","Up- or downstream"
"81662","NC_031784.1",4235133,"NC_031784.1_4235133","Gene body"
"81666","NC_031784.1",4241810,"NC_031784.1_4241810","Gene body"
"81667","NC_031784.1",4241848,"NC_031784.1_4241848","Gene body"
"81669","NC_031784.1",4241858,"NC_031784.1_4241858","Gene body"
"81674","NC_031784.1",4241928,"NC_031784.1_4241928","Gene body"
"81717","NC_031784.1",4268394,"NC_031784.1_4268394","Up- or downstream"
"81722","NC_031784.1",4268460,"NC_031784.1_4268460","Up- or downstream"
"81723","NC_031784.1",4268463,"NC_031784.1_4268463","Up- or downstream"
"81725","NC_031784.1",4268473,"NC_031784.1_4268473","Up- or downstream"
"81726","NC_031784.1",4268483,"NC_031784.1_4268483","Up- or downstream"
"81729","NC_031784.1",4268520,"NC_031784.1_4268520","Up- or downstream"
"81731","NC_031784.1",4270987,"NC_031784.1_4270987","Up- or downstream"
"81732","NC_031784.1",4271004,"NC_031784.1_4271004","Up- or downstream"
"81733","NC_031784.1",4271023,"NC_031784.1_4271023","Up- or downstream"
"81734","NC_031784.1",4271046,"NC_031784.1_4271046","Up- or downstream"
"81735","NC_031784.1",4271048,"NC_031784.1_4271048","Up- or downstream"
"81736","NC_031784.1",4271065,"NC_031784.1_4271065","Up- or downstream"
"81737","NC_031784.1",4271076,"NC_031784.1_4271076","Up- or downstream"
"81742","NC_031784.1",4271155,"NC_031784.1_4271155","Up- or downstream"
"81786","NC_031784.1",4333000,"NC_031784.1_4333000","Promoter"
"81793","NC_031784.1",4352964,"NC_031784.1_4352964","Gene body"
"81794","NC_031784.1",4352966,"NC_031784.1_4352966","Gene body"
"81796","NC_031784.1",4352985,"NC_031784.1_4352985","Gene body"
"81800","NC_031784.1",4446722,"NC_031784.1_4446722","TSS"
"81801","NC_031784.1",4446735,"NC_031784.1_4446735","TSS"
"81810","NC_031784.1",4453630,"NC_031784.1_4453630","Gene body"
"81826","NC_031784.1",4456797,"NC_031784.1_4456797","Up- or downstream"
"81853","NC_031784.1",4463387,"NC_031784.1_4463387","Up- or downstream"
"81854","NC_031784.1",4463399,"NC_031784.1_4463399","Up- or downstream"
"81855","NC_031784.1",4463416,"NC_031784.1_4463416","Up- or downstream"
"81856","NC_031784.1",4463425,"NC_031784.1_4463425","Up- or downstream"
"81857","NC_031784.1",4463450,"NC_031784.1_4463450","Up- or downstream"
"81881","NC_031784.1",4532544,"NC_031784.1_4532544","Gene body"
"81885","NC_031784.1",4538515,"NC_031784.1_4538515","Gene body"
"81937","NC_031784.1",4608453,"NC_031784.1_4608453","Gene body"
"81941","NC_031784.1",4613888,"NC_031784.1_4613888","Gene body"
"81942","NC_031784.1",4613921,"NC_031784.1_4613921","Gene body"
"81954","NC_031784.1",4633586,"NC_031784.1_4633586","Gene body"
"81957","NC_031784.1",4633643,"NC_031784.1_4633643","Gene body"
"81958","NC_031784.1",4633667,"NC_031784.1_4633667","Gene body"
"81959","NC_031784.1",4633691,"NC_031784.1_4633691","Gene body"
"81965","NC_031784.1",4638734,"NC_031784.1_4638734","Gene body"
"81975","NC_031784.1",4642585,"NC_031784.1_4642585","Gene body"
"81978","NC_031784.1",4642676,"NC_031784.1_4642676","Gene body"
"81989","NC_031784.1",4654386,"NC_031784.1_4654386","Gene body"
"81991","NC_031784.1",4705499,"NC_031784.1_4705499","Promoter"
"81993","NC_031784.1",4705615,"NC_031784.1_4705615","TSS"
"81994","NC_031784.1",4705628,"NC_031784.1_4705628","TSS"
"81995","NC_031784.1",4705647,"NC_031784.1_4705647","TSS"
"81996","NC_031784.1",4705691,"NC_031784.1_4705691","TSS"
"81997","NC_031784.1",4705710,"NC_031784.1_4705710","TSS"
"82000","NC_031784.1",4706366,"NC_031784.1_4706366","Gene body"
"82006","NC_031784.1",4756708,"NC_031784.1_4756708","Intergenic"
"82010","NC_031784.1",4756795,"NC_031784.1_4756795","Intergenic"
"82011","NC_031784.1",4756801,"NC_031784.1_4756801","Intergenic"
"82020","NC_031784.1",4763751,"NC_031784.1_4763751","Intergenic"
"82035","NC_031784.1",4806547,"NC_031784.1_4806547","Intergenic"
"82043","NC_031784.1",4827053,"NC_031784.1_4827053","Intergenic"
"82044","NC_031784.1",4827065,"NC_031784.1_4827065","Intergenic"
"82045","NC_031784.1",4827070,"NC_031784.1_4827070","Intergenic"
"82046","NC_031784.1",4827074,"NC_031784.1_4827074","Intergenic"
"82047","NC_031784.1",4827098,"NC_031784.1_4827098","Intergenic"
"82048","NC_031784.1",4827107,"NC_031784.1_4827107","Intergenic"
"82049","NC_031784.1",4827115,"NC_031784.1_4827115","Intergenic"
"82050","NC_031784.1",4827121,"NC_031784.1_4827121","Intergenic"
"82051","NC_031784.1",4827126,"NC_031784.1_4827126","Intergenic"
"82052","NC_031784.1",4827142,"NC_031784.1_4827142","Intergenic"
"82053","NC_031784.1",4827148,"NC_031784.1_4827148","Intergenic"
"82054","NC_031784.1",4827152,"NC_031784.1_4827152","Intergenic"
"82055","NC_031784.1",4827158,"NC_031784.1_4827158","Intergenic"
"82056","NC_031784.1",4827160,"NC_031784.1_4827160","Intergenic"
"82057","NC_031784.1",4827173,"NC_031784.1_4827173","Intergenic"
"82064","NC_031784.1",4832731,"NC_031784.1_4832731","Intergenic"
"82069","NC_031784.1",4852660,"NC_031784.1_4852660","Intergenic"
"82082","NC_031784.1",4879789,"NC_031784.1_4879789","Intergenic"
"82086","NC_031784.1",4879880,"NC_031784.1_4879880","Intergenic"
"82097","NC_031784.1",5112738,"NC_031784.1_5112738","Intergenic"
"82104","NC_031784.1",5164262,"NC_031784.1_5164262","Intergenic"
"82128","NC_031784.1",5388790,"NC_031784.1_5388790","Intergenic"
"82163","NC_031784.1",5991136,"NC_031784.1_5991136","Intergenic"
"82166","NC_031784.1",6041553,"NC_031784.1_6041553","Intergenic"
"82168","NC_031784.1",6269249,"NC_031784.1_6269249","Intergenic"
"82169","NC_031784.1",6269286,"NC_031784.1_6269286","Intergenic"
"82173","NC_031784.1",6542162,"NC_031784.1_6542162","Gene body"
"82179","NC_031784.1",6611302,"NC_031784.1_6611302","Gene body"
"82245","NC_031784.1",7064145,"NC_031784.1_7064145","Up- or downstream"
"82256","NC_031784.1",7396138,"NC_031784.1_7396138","Promoter"
"82272","NC_031784.1",7450427,"NC_031784.1_7450427","Intergenic"
"82280","NC_031784.1",7450469,"NC_031784.1_7450469","Intergenic"
"82283","NC_031784.1",7450493,"NC_031784.1_7450493","Intergenic"
"82284","NC_031784.1",7450498,"NC_031784.1_7450498","Intergenic"
"82301","NC_031784.1",7456076,"NC_031784.1_7456076","Intergenic"
"82398","NC_031784.1",7987289,"NC_031784.1_7987289","Up- or downstream"
"82500","NC_031784.1",8453682,"NC_031784.1_8453682","Up- or downstream"
"82501","NC_031784.1",8453693,"NC_031784.1_8453693","Up- or downstream"
"82503","NC_031784.1",8453790,"NC_031784.1_8453790","Up- or downstream"
"82504","NC_031784.1",8453800,"NC_031784.1_8453800","Up- or downstream"
"82505","NC_031784.1",8453804,"NC_031784.1_8453804","Up- or downstream"
"82506","NC_031784.1",8453813,"NC_031784.1_8453813","Up- or downstream"
"82508","NC_031784.1",8453839,"NC_031784.1_8453839","Up- or downstream"
"82509","NC_031784.1",8453847,"NC_031784.1_8453847","Up- or downstream"
"82510","NC_031784.1",8453862,"NC_031784.1_8453862","Up- or downstream"
"82522","NC_031784.1",8458863,"NC_031784.1_8458863","TSS"
"82598","NC_031784.1",8970027,"NC_031784.1_8970027","Intergenic"
"82634","NC_031784.1",9171219,"NC_031784.1_9171219","Intergenic"
"82664","NC_031784.1",9265744,"NC_031784.1_9265744","Intergenic"
"82710","NC_031784.1",9282303,"NC_031784.1_9282303","Gene body"
"82801","NC_031784.1",9385185,"NC_031784.1_9385185","Promoter"
"82820","NC_031784.1",9396505,"NC_031784.1_9396505","Gene body"
"82837","NC_031784.1",9398880,"NC_031784.1_9398880","Gene body"
"82838","NC_031784.1",9398902,"NC_031784.1_9398902","Gene body"
"82891","NC_031784.1",9533038,"NC_031784.1_9533038","Promoter"
"82901","NC_031784.1",9579557,"NC_031784.1_9579557","Gene body"
"82903","NC_031784.1",9594733,"NC_031784.1_9594733","Up- or downstream"
"82904","NC_031784.1",9594794,"NC_031784.1_9594794","Up- or downstream"
"82905","NC_031784.1",9594866,"NC_031784.1_9594866","Up- or downstream"
"82906","NC_031784.1",9594914,"NC_031784.1_9594914","Up- or downstream"
"82910","NC_031784.1",9601554,"NC_031784.1_9601554","Intergenic"
"82918","NC_031784.1",9602230,"NC_031784.1_9602230","Intergenic"
"82919","NC_031784.1",9602236,"NC_031784.1_9602236","Intergenic"
"82925","NC_031784.1",9607820,"NC_031784.1_9607820","Intergenic"
"82927","NC_031784.1",9607845,"NC_031784.1_9607845","Intergenic"
"82928","NC_031784.1",9607875,"NC_031784.1_9607875","Intergenic"
"82929","NC_031784.1",9607906,"NC_031784.1_9607906","Intergenic"
"82938","NC_031784.1",9615761,"NC_031784.1_9615761","Intergenic"
"82949","NC_031784.1",9622296,"NC_031784.1_9622296","Intergenic"
"82961","NC_031784.1",9623612,"NC_031784.1_9623612","Intergenic"
"83035","NC_031784.1",9677782,"NC_031784.1_9677782","Gene body"
"83040","NC_031784.1",9679056,"NC_031784.1_9679056","Gene body"
"83045","NC_031784.1",9679127,"NC_031784.1_9679127","Gene body"
"83047","NC_031784.1",9679186,"NC_031784.1_9679186","Gene body"
"83173","NC_031784.1",9897841,"NC_031784.1_9897841","Up- or downstream"
"83212","NC_031784.1",9912088,"NC_031784.1_9912088","Gene body"
"83226","NC_031784.1",9920440,"NC_031784.1_9920440","Gene body"
"83234","NC_031784.1",10032829,"NC_031784.1_10032829","Promoter"
"83236","NC_031784.1",10032887,"NC_031784.1_10032887","Gene body"
"83237","NC_031784.1",10032896,"NC_031784.1_10032896","Gene body"
"83239","NC_031784.1",10032908,"NC_031784.1_10032908","Gene body"
"83240","NC_031784.1",10032914,"NC_031784.1_10032914","Gene body"
"83241","NC_031784.1",10032920,"NC_031784.1_10032920","Gene body"
"83242","NC_031784.1",10032923,"NC_031784.1_10032923","Gene body"
"83284","NC_031784.1",10130011,"NC_031784.1_10130011","Promoter"
"83285","NC_031784.1",10130013,"NC_031784.1_10130013","Promoter"
"83318","NC_031784.1",10426773,"NC_031784.1_10426773","Gene body"
"83336","NC_031784.1",10497260,"NC_031784.1_10497260","Gene body"
"83337","NC_031784.1",10497263,"NC_031784.1_10497263","Gene body"
"83340","NC_031784.1",10497280,"NC_031784.1_10497280","Gene body"
"83429","NC_031784.1",11212308,"NC_031784.1_11212308","TSS"
"83431","NC_031784.1",11212400,"NC_031784.1_11212400","TSS"
"83467","NC_031784.1",11455752,"NC_031784.1_11455752","Promoter"
"83525","NC_031784.1",11624876,"NC_031784.1_11624876","Intergenic"
"83526","NC_031784.1",11624880,"NC_031784.1_11624880","Intergenic"
"83528","NC_031784.1",11624899,"NC_031784.1_11624899","Intergenic"
"83533","NC_031784.1",11624925,"NC_031784.1_11624925","Intergenic"
"83558","NC_031784.1",11753455,"NC_031784.1_11753455","Intergenic"
"83560","NC_031784.1",11753505,"NC_031784.1_11753505","Intergenic"
"83577","NC_031784.1",11756043,"NC_031784.1_11756043","Intergenic"
"83603","NC_031784.1",11828080,"NC_031784.1_11828080","Up- or downstream"
"83647","NC_031784.1",11916428,"NC_031784.1_11916428","Intergenic"
"83648","NC_031784.1",11916440,"NC_031784.1_11916440","Intergenic"
"83668","NC_031784.1",11947647,"NC_031784.1_11947647","Intergenic"
"83669","NC_031784.1",11947677,"NC_031784.1_11947677","Intergenic"
"83672","NC_031784.1",11951541,"NC_031784.1_11951541","Intergenic"
"83673","NC_031784.1",11951547,"NC_031784.1_11951547","Intergenic"
"83674","NC_031784.1",11951573,"NC_031784.1_11951573","Intergenic"
"83716","NC_031784.1",11984833,"NC_031784.1_11984833","Intergenic"
"83718","NC_031784.1",11984874,"NC_031784.1_11984874","Intergenic"
"83725","NC_031784.1",11989639,"NC_031784.1_11989639","Intergenic"
"83747","NC_031784.1",11990975,"NC_031784.1_11990975","Intergenic"
"83785","NC_031784.1",12021381,"NC_031784.1_12021381","Intergenic"
"83786","NC_031784.1",12021383,"NC_031784.1_12021383","Intergenic"
"83787","NC_031784.1",12021399,"NC_031784.1_12021399","Intergenic"
"83789","NC_031784.1",12021436,"NC_031784.1_12021436","Intergenic"
"83790","NC_031784.1",12021450,"NC_031784.1_12021450","Intergenic"
"83802","NC_031784.1",12039602,"NC_031784.1_12039602","Intergenic"
"83835","NC_031784.1",12047533,"NC_031784.1_12047533","Intergenic"
"83836","NC_031784.1",12070608,"NC_031784.1_12070608","Intergenic"
"83895","NC_031784.1",12153673,"NC_031784.1_12153673","Gene body"
"83897","NC_031784.1",12153702,"NC_031784.1_12153702","Gene body"
"83898","NC_031784.1",12153710,"NC_031784.1_12153710","Gene body"
"83899","NC_031784.1",12153713,"NC_031784.1_12153713","Gene body"
"83900","NC_031784.1",12153749,"NC_031784.1_12153749","Gene body"
"83902","NC_031784.1",12153759,"NC_031784.1_12153759","Gene body"
"83903","NC_031784.1",12153773,"NC_031784.1_12153773","Gene body"
"83906","NC_031784.1",12153828,"NC_031784.1_12153828","Gene body"
"83908","NC_031784.1",12153852,"NC_031784.1_12153852","Gene body"
"83938","NC_031784.1",12184722,"NC_031784.1_12184722","Gene body"
"83994","NC_031784.1",12396886,"NC_031784.1_12396886","Gene body"
"83998","NC_031784.1",12453775,"NC_031784.1_12453775","Up- or downstream"
"84011","NC_031784.1",12466826,"NC_031784.1_12466826","Intergenic"
"84012","NC_031784.1",12466835,"NC_031784.1_12466835","Intergenic"
"84016","NC_031784.1",12466873,"NC_031784.1_12466873","Intergenic"
"84018","NC_031784.1",12466884,"NC_031784.1_12466884","Intergenic"
"84019","NC_031784.1",12466886,"NC_031784.1_12466886","Intergenic"
"84021","NC_031784.1",12466907,"NC_031784.1_12466907","Intergenic"
"84026","NC_031784.1",12476863,"NC_031784.1_12476863","Intergenic"
"84039","NC_031784.1",12483369,"NC_031784.1_12483369","Intergenic"
"84042","NC_031784.1",12483484,"NC_031784.1_12483484","Intergenic"
"84043","NC_031784.1",12483490,"NC_031784.1_12483490","Intergenic"
"84060","NC_031784.1",12529466,"NC_031784.1_12529466","Gene body"
"84069","NC_031784.1",12563466,"NC_031784.1_12563466","Gene body"
"84070","NC_031784.1",12563472,"NC_031784.1_12563472","Gene body"
"84071","NC_031784.1",12563479,"NC_031784.1_12563479","Gene body"
"84073","NC_031784.1",12563556,"NC_031784.1_12563556","Gene body"
"84077","NC_031784.1",12563620,"NC_031784.1_12563620","Gene body"
"84162","NC_031784.1",13252761,"NC_031784.1_13252761","Intergenic"
"84173","NC_031784.1",13318995,"NC_031784.1_13318995","Intergenic"
"84175","NC_031784.1",13319021,"NC_031784.1_13319021","Intergenic"
"84179","NC_031784.1",13319062,"NC_031784.1_13319062","Intergenic"
"84181","NC_031784.1",13319080,"NC_031784.1_13319080","Intergenic"
"84183","NC_031784.1",13319089,"NC_031784.1_13319089","Intergenic"
"84184","NC_031784.1",13319102,"NC_031784.1_13319102","Intergenic"
"84186","NC_031784.1",13319221,"NC_031784.1_13319221","Intergenic"
"84207","NC_031784.1",13527804,"NC_031784.1_13527804","TSS"
"84258","NC_031784.1",13707860,"NC_031784.1_13707860","Up- or downstream"
"84433","NC_031785.1",385357,"NC_031785.1_385357","Up- or downstream"
"84481","NC_031785.1",498551,"NC_031785.1_498551","Intergenic"
"84483","NC_031785.1",498568,"NC_031785.1_498568","Intergenic"
"84484","NC_031785.1",498597,"NC_031785.1_498597","Intergenic"
"84485","NC_031785.1",498636,"NC_031785.1_498636","Intergenic"
"84486","NC_031785.1",498684,"NC_031785.1_498684","Intergenic"
"84487","NC_031785.1",498694,"NC_031785.1_498694","Intergenic"
"84488","NC_031785.1",498708,"NC_031785.1_498708","Intergenic"
"84489","NC_031785.1",498732,"NC_031785.1_498732","Intergenic"
"84493","NC_031785.1",519583,"NC_031785.1_519583","Intergenic"
"84505","NC_031785.1",547390,"NC_031785.1_547390","Intergenic"
"84511","NC_031785.1",575052,"NC_031785.1_575052","Intergenic"
"84515","NC_031785.1",588544,"NC_031785.1_588544","Intergenic"
"84519","NC_031785.1",588582,"NC_031785.1_588582","Intergenic"
"84534","NC_031785.1",605064,"NC_031785.1_605064","Intergenic"
"84539","NC_031785.1",616454,"NC_031785.1_616454","Intergenic"
